program,num_qubits,cx,zzphase,sqisw,can_xx,can_xy,zzphase_,sqisw_,het
bigadder,18,1.7045454545454546,1.4488636363636365,1.6875,1.4375,1.09375,1.3068181818181819,1.2329545454545454,1.3153409090909092
bv,19,1.9444444444444444,1.8888888888888888,1.5,2.0,1.2222222222222223,1.425925925925926,1.5277777777777777,1.4166666666666667
gcm,13,1.3098039215686275,1.047385620915034,1.2073529411764705,1.0395136463351617,0.7093849590335781,0.8933006535947727,1.0274509803921568,0.8928104575163407
ising,26,3.75,3.8333333333333335,2.4375,4.051344581996725,1.695000010330371,2.7499999999999996,2.625,1.7083333333333333
knn,25,1.3709677419354838,1.2419354838709677,1.3306451612903225,1.2580645161290323,0.8306451612903226,1.0040322580645162,1.0887096774193548,1.064516129032258
multiplier,15,2.1503759398496243,1.962406015037594,1.9736842105263157,1.8984962406015038,1.3590225563909775,1.703634085213032,1.7481203007518797,1.768796992481203
qec9xz,17,3.6666666666666665,3.5833333333333335,2.75,3.0833333333333335,1.7916666666666667,2.2222222222222223,2.5416666666666665,2.2291666666666665
qft,18,2.1818181818181817,2.1843434343434343,1.7045454545454546,3.912316524621212,1.0827340790719697,1.5063131313131322,1.5757575757575757,2.0909090909090904
qpeexact,16,2.5232558139534884,2.2189922480620146,2.0930232558139537,2.6792865132176598,1.157318115234375,1.5629844961240322,1.872093023255814,1.5562015503875974
qram,20,1.858974358974359,1.6666666666666667,1.75,1.8653846153846154,1.1346153846153846,1.308760683760684,1.4230769230769231,1.3237179487179487
sat,11,1.7156862745098038,1.5343137254901962,1.6139705882352942,1.5,1.0379901960784315,1.2806372549019607,1.3186274509803921,1.3026960784313726
swap_test,25,1.3709677419354838,1.3064516129032258,1.3306451612903225,1.2258064516129032,0.8306451612903226,1.014784946236559,1.096774193548387,1.0403225806451613
wstate,27,1.8571428571428572,1.4285714285714286,1.7678571428571428,1.3214285714285714,1.0892857142857142,1.5714285714285714,1.2857142857142858,1.4196428571428572
