program,num_qubits,cx,zzphase,sqisw,can_xx,can_xy,zzphase_,sqisw_,het
bigadder,18,1.2159090909090908,1.0795454545454546,1.3977272727272727,1.0738636363636365,0.8863636363636364,0.981060606060606,1.0568181818181819,0.9801136363636364
bv,19,1.2777777777777777,1.2777777777777777,1.5,1.2777777777777777,1.0,1.0555555555555556,1.0555555555555556,1.1111111111111112
gcm,13,1.2627450980392156,0.9803921568627465,1.1720588235294118,0.9757084551104339,0.6898333514391569,0.8522875816993477,1.0,0.8477124183006546
ising,26,1.0,0.4583333333333333,0.75,0.4231851155116666,0.4231851155116666,0.4583333333333333,0.75,0.4583333333333333
knn,25,1.2258064516129032,0.9354838709677419,1.221774193548387,0.967741935483871,0.7217741935483871,0.8266129032258065,1.0161290322580645,0.8306451612903226
multiplier,15,1.4661654135338347,1.3984962406015038,1.5338345864661653,1.4097744360902256,0.9586466165413534,1.1716791979949874,1.1917293233082706,1.1879699248120301
qec9xz,17,1.75,2.0,1.875,1.8333333333333333,1.2916666666666667,1.4444444444444444,1.5,1.4375
qft,18,2.242424242424242,1.8005050505050508,1.6477272727272727,1.5018939393939394,0.7182469223484849,1.3989898989898997,1.5909090909090908,1.3952020202020206
qpeexact,16,1.8953488372093024,1.4476744186046522,1.430232558139535,1.280105235964753,0.6710836721021075,1.1094961240310084,1.4011627906976745,1.1250000000000002
qram,20,1.3461538461538463,1.2371794871794872,1.4230769230769231,1.2371794871794872,0.9102564102564102,1.06517094017094,1.1346153846153846,1.108974358974359
sat,11,1.2254901960784315,1.0637254901960784,1.3786764705882353,1.1176470588235294,0.8639705882352942,0.9795751633986929,1.0808823529411764,1.0
swap_test,25,1.2258064516129032,1.0,1.221774193548387,0.9354838709677419,0.7338709677419355,0.868279569892473,1.0161290322580645,0.8346774193548387
wstate,27,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0
