program,num_qubits,cx,zzphase,sqisw,can_xx,can_xy,zzphase_,sqisw_,het
bigadder_n18,18,1.793103448275862,1.6436781609195403,2.4022988505747125,1.2909417835595627,1.814540533914721,1.264367816091954,1.0919540229885059,1.3994252873563218
bv_n19,19,2.111111111111111,2.111111111111111,2.611111111111111,1.6580627893946134,2.0507618710933375,1.4444444444444444,1.1666666666666667,1.7083333333333333
cat_state_n22,22,1.0952380952380953,1.0952380952380953,2.0,0.8601979884829198,1.5707963267948972,1.0,1.0,1.0476190476190477
dnn_n16,16,4.125,3.5625,4.25,2.7277290118429844,2.922548928918303,2.6041666666666665,1.65625,2.828125
gcm_n13,13,1.4734774066797642,1.1719056974459723,1.836935166994106,0.9122947564467648,1.2963689557551012,0.907989521938442,0.8388998035363457,1.0081859855926663
ghz_state_n23,23,1.1818181818181819,1.1818181818181819,2.0454545454545454,0.9281978294697119,1.606496243312963,1.0454545454545454,1.0,1.1022727272727273
ising_n26,26,6.25,5.916666666666667,7.0,4.600278564535327,5.273566312083412,4.166666666666667,2.75,4.666666666666667
knn_n25,25,2.193548387096774,2.0080645161290325,2.693548387096774,1.5771301785235996,2.007832370594542,1.4758064516129032,1.1290322580645162,1.653225806451613
multiplier_n15,15,2.7593984962406015,2.68796992481203,3.345864661654135,2.1111266401508915,2.5924044476340335,1.943609022556391,1.3834586466165413,2.169172932330827
qec9xz_n17,17,3.8333333333333335,3.8333333333333335,4.5,3.010692959690218,3.5342917352885177,2.6666666666666665,1.8333333333333333,3.0208333333333335
qf21_n15,15,1.6875,1.3363095238095237,1.7946428571428572,0.9732423408304888,1.1022610974244713,0.9613095238095241,0.7321428571428571,1.0706845238095242
qft_n18,18,3.696969696969697,3.1287878787878793,3.772727272727273,2.285419273515003,2.385546335999494,2.1919191919191916,1.4393939393939394,2.4305555555555562
qpeexact_16,16,2.9767441860465116,2.6395348837209305,3.011627906976744,1.988387472104982,2.06701793395278,1.8158914728682176,1.0930232558139534,2.0387596899224807
qram_n20,20,3.0128205128205128,2.83974358974359,3.6153846153846154,2.2303293823069104,2.779101159705841,2.0961538461538463,1.4871794871794872,2.301282051282051
sat_n11,11,1.8431372549019607,1.6887254901960784,2.406862745098039,1.326321888517499,1.8075707545290136,1.267156862745098,1.088235294117647,1.4178921568627452
swap_test_n25,25,2.193548387096774,2.0080645161290325,2.693548387096774,1.5771301785235996,2.007832370594542,1.4758064516129032,1.1290322580645162,1.653225806451613
wstate_n27,27,1.9285714285714286,1.9285714285714286,3.0,1.5146964579807929,2.3561944901923453,1.6428571428571428,1.3571428571428572,1.7142857142857142
