program,num_qubits,cx,zzphase,sqisw,can_xx,can_xy,zzphase_,sqisw_,het
bigadder_n18,18,1.3103448275862069,1.0977011494252873,1.9770114942528736,0.9388667700383273,1.39927258996097,0.9195402298850575,0.9195402298850575,1.0086206896551724
bv_n19,19,1.2222222222222223,1.3333333333333333,2.0,1.0035643198967397,1.5707963267948972,1.0,1.0,1.1111111111111112
cat_state_n22,22,1.0,1.0,2.0,0.7853981633974486,1.5707963267948972,1.0,1.0,1.0
dnn_n16,16,1.0,0.375,1.0,0.2144548583680153,0.31109999222641294,0.375,0.5,0.375
gcm_n13,13,1.2671905697445973,0.9882121807465636,1.567779960707269,0.7692500335321729,1.0846185643416135,0.7167648984937794,0.7387033398821218,0.8503601833660782
ghz_state_n23,23,1.0,1.0,2.0,0.7853981633974487,1.5707963267948974,1.0,1.0,1.0
ising_n26,26,1.0,0.4583333333333333,1.0,0.33236881249999994,0.6647376249999999,0.4583333333333333,0.5,0.4583333333333333
knn_n25,25,1.2580645161290323,1.0806451612903225,1.7096774193548387,0.8297351564924648,1.2097665258783274,0.7580645161290323,0.8064516129032258,0.8790322580645161
multiplier_n15,15,1.5714285714285714,1.4473684210526316,2.0977443609022557,1.0924711295378027,1.505838583957511,1.0451127819548873,0.9774436090225563,1.2086466165413534
qec9xz_n17,17,1.8333333333333333,2.0833333333333335,2.6666666666666665,1.4398966328953227,2.159844949342983,1.5,1.1666666666666667,1.5
qf21_n15,15,1.1517857142857142,0.7782738095238096,1.25,0.5495212247459615,0.6750337242118901,0.5773809523809522,0.5714285714285714,0.664434523809524
qft_n18,18,2.287878787878788,1.530303030303031,2.515151515151515,0.8721058463793554,0.9925320540283085,1.0782828282828283,0.9393939393939394,1.2020202020202022
qpeexact_16,16,2.0232558139534884,1.4360465116279073,2.116279069767442,0.9153132928354193,1.016789577870073,0.984496124031008,0.8255813953488372,1.056201550387597
qram_n20,20,1.4615384615384615,1.2756410256410255,1.9871794871794872,1.0270591367505084,1.460035047341409,0.9423076923076923,0.9487179487179487,1.0993589743589745
sat_n11,11,1.2696078431372548,1.107843137254902,1.8431372549019607,0.8989728978103135,1.3744467859455323,0.8897058823529411,0.8970588235294118,0.9828431372549019
swap_test_n25,25,1.2903225806451613,1.032258064516129,1.6612903225806452,0.8107335880231719,1.1717633889397414,0.7580645161290323,0.8064516129032258,0.8790322580645161
wstate_n27,27,1.0,1.0,2.0,0.7853981633974488,1.5707963267948977,1.0,1.0,1.0
