program,num_qubits,cx,zzphase,sqisw,can_xx,can_xy,zzphase_,sqisw_,het
bigadder,18,1.25,1.1022727272727273,1.3806818181818181,1.1079545454545454,0.8863636363636364,0.987689393939394,1.0909090909090908,1.0170454545454546
bv,19,1.2222222222222223,1.2222222222222223,1.5,1.2222222222222223,1.0,1.1018518518518519,1.0833333333333333,1.0972222222222223
gcm,13,1.2647058823529411,0.9849673202614391,1.1779411764705883,0.9769052862088106,0.6910911887166927,0.8553921568627461,1.0029411764705882,0.8539215686274518
ising,26,1.0,0.4583333333333333,0.75,0.4231851155116666,0.4231851155116666,0.4583333333333333,0.75,0.4583333333333333
knn,25,1.2419354838709677,0.967741935483871,1.2580645161290323,0.967741935483871,0.7701612903225806,0.8870967741935484,1.0403225806451613,0.8790322580645161
multiplier,15,1.4736842105263157,1.413533834586466,1.5451127819548873,1.368421052631579,0.9943609022556391,1.173558897243108,1.2330827067669172,1.1879699248120301
qec9xz,17,1.9166666666666667,1.6666666666666667,2.0,1.6666666666666667,1.25,1.5277777777777777,1.3333333333333333,1.5416666666666667
qft,18,2.121212121212121,1.5101010101010106,1.7840909090909092,1.1411058830492424,0.627493193655303,1.207070707070707,1.5378787878787878,1.1919191919191916
qpeexact,16,2.046511627906977,1.3488372093023264,1.5174418604651163,1.1460848076398982,0.5920708234920058,1.0523255813953494,1.4186046511627908,1.1162790697674423
qram,20,1.3717948717948718,1.1794871794871795,1.4230769230769231,1.2371794871794872,0.9358974358974359,1.057692307692308,1.1474358974358974,1.0993589743589745
sat,11,1.2303921568627452,1.1053921568627452,1.375,1.107843137254902,0.883578431372549,0.9959150326797387,1.053921568627451,0.9950980392156863
swap_test,25,1.2741935483870968,0.9354838709677419,1.2701612903225807,1.0161290322580645,0.7540322580645161,0.8400537634408602,1.0403225806451613,0.8790322580645161
wstate,27,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0
