program,num_qubits,cx,zzphase,sqisw,can_xx,can_xy,zzphase_,sqisw_,het
bigadder,18,1.7272727272727273,1.5625,1.7130681818181819,1.6193181818181819,1.1363636363636365,1.3560606060606064,1.3806818181818181,1.3948863636363635
bv,19,2.4444444444444446,2.611111111111111,1.9583333333333333,2.5,1.3333333333333333,1.7962962962962967,1.7777777777777777,1.9583333333333333
gcm,13,1.3098039215686275,1.0483660130718966,1.2102941176470587,1.0449895219450487,0.7112221846273274,0.8888888888888903,1.030392156862745,0.8965686274509816
ising,26,1.0,0.4583333333333333,0.75,0.4231851155116666,0.4231851155116666,0.4583333333333333,0.75,0.4583333333333333
knn,25,1.3870967741935485,1.2903225806451613,1.3548387096774193,1.9596774193548387,0.8669354838709677,1.0685483870967742,1.096774193548387,1.096774193548387
multiplier,15,2.481203007518797,2.454887218045113,1.9962406015037595,2.454887218045113,1.3251879699248121,1.8709273182957382,1.8834586466165413,1.8759398496240602
qec9xz,17,3.6666666666666665,3.5833333333333335,2.5625,3.9166666666666665,2.0416666666666665,2.8750000000000004,2.4166666666666665,2.8333333333333335
qft,18,1.4696969696969697,2.69949494949495,1.1022727272727273,1.4318182974150686,1.1415738192471592,1.5517676767676782,1.2272727272727273,1.6047979797979806
qpeexact,16,2.1511627906976742,1.8120155038759693,1.805232558139535,1.9460122751635174,1.0769167168195857,1.1569767441860472,1.6395348837209303,1.194767441860465
qram,20,1.9230769230769231,1.8461538461538463,1.7403846153846154,1.9102564102564104,1.1314102564102564,1.428418803418804,1.5384615384615385,1.5192307692307692
sat,11,1.7843137254901962,1.7107843137254901,1.6433823529411764,1.625,1.0698529411764706,1.2483660130718952,1.3333333333333333,1.286764705882353
swap_test,25,1.4193548387096775,1.3306451612903225,1.3548387096774193,1.3306451612903225,0.8911290322580645,1.1034946236559138,1.096774193548387,1.1169354838709677
wstate,27,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0
