"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","CZ error","Gate length (ns)","Operational","RZZ error"
"87","227.81593792175624","164.03841292019115","0.008056640625","0.01220703125","0.0048828125","1560","0.000268354467637915","32","0.000268354467637915","0","0.000268354467637915","0.000268354467637915","86:0.011782794911806393;88:0.012052233780973864","86:68;88:68","Yes","86:0.0020389545720642943;88:0.004579304737907797"
"88","251.90739977404172","274.99535852281895","0.069091796875","0.06982421875","0.064453125","1560","0.0002018093039244659","32","0.0002018093039244659","0","0.0002018093039244659","0.0002018093039244659","94:0.004720066755314806;87:0.012052233780973864;89:0.002858842675812767","94:76;87:68;89:68","Yes","94:0.003981804807206946;87:0.004579304737907797;89:0.005491769630062621"
"89","211.51603316800953","131.15778659234724","0.06982421875","0.05224609375","0.08349609375","1560","0.0004814523264994703","32","0.0004814523264994703","0","0.0004814523264994703","0.0004814523264994703","90:0.0030094209479629985;88:0.002858842675812767","90:68;88:68","Yes","90:0.0028947784304788338;88:0.005491769630062621"
"90","250.97790048823487","184.47417707668956","0.0341796875","0.009765625","0.0283203125","1560","0.0001887444008522484","32","0.0001887444008522484","0","0.0001887444008522484","0.0001887444008522484","75:0.0018312168689746666;89:0.0030094209479629985","75:88;89:68","Yes","75:0.003778201938209491;89:0.0028947784304788338"
"91","193.8250908686054","100.22238812253968","0.015625","0.0078125","0.00537109375","1560","0.00028888736060320456","32","0.00028888736060320456","0","0.00028888736060320456","0.00028888736060320456","95:0.0030983102189410805;76:0.007076998962288167","95:148;76:68","Yes","95:0.0031473485328213646;76:0.00261710628199735"
"92","301.82322035683626","207.97387977824113","0.009033203125","0.00634765625","0.00830078125","1560","0.0006660946770422299","32","0.0006660946770422299","0","0.0006660946770422299","0.0006660946770422299","99:0.00233458566927483;80:0.0012520299694802062","99:68;80:68","Yes","99:0.002772921086958813;80:0.0027102663500275237"
"93","208.57613356135317","157.60138384788652","0.0106201171875","0.013671875","0.0078125","1560","0.0005305933660533541","32","0.0005305933660533541","0","0.0005305933660533541","0.0005305933660533541","84:0.013224105545150605;103:0.0033645905902832673","84:68;103:68","Yes","84:0.008268018828467838;103:0.0033937294368865945"
"94","248.30183846721454","209.72149108909795","0.021484375","0.0126953125","0.01123046875","1560","0.00019573462106835883","32","0.00019573462106835883","0","0.00019573462106835883","0.00019573462106835883","88:0.004720066755314806;107:0.00791398248107586","88:76;107:104","Yes","88:0.003981804807206946;107:0.004106530561585026"
"95","107.67455650528443","102.82493985260642","0.0216064453125","0.01513671875","0.01025390625","1560","0.0003821608929365716","32","0.0003821608929365716","0","0.0003821608929365716","0.0003821608929365716","91:0.0030983102189410805;96:0.0023687987128644394","91:148;96:68","Yes","91:0.0031473485328213646;96:0.006208850378619263"
"96","185.6892778511472","165.06871458984966","0.0167236328125","0.02099609375","0.00634765625","1560","0.00033993834086022207","32","0.00033993834086022207","0","0.00033993834086022207","0.00033993834086022207","97:0.0030754025990973044;95:0.0023687987128644394","97:68;95:68","Yes","97:0.006800047343043514;95:0.006208850378619263"
"97","152.0041180319441","168.24955286034745","0.0679931640625","0.03759765625","0.0615234375","1560","0.0001933006622471116","32","0.0001933006622471116","0","0.0001933006622471116","0.0001933006622471116","96:0.0030754025990973044;110:0.0024885926353947208;98:0.0018520611943384224","96:68;110:88;98:68","Yes","96:0.006800047343043514;110:0.0032906448701057467;98:0.00293612782856556"
"98","168.00206555065844","67.96798615604818","0.0418701171875","0.0556640625","0.03125","1560","0.0002573996759881546","32","0.0002573996759881546","0","0.0002573996759881546","0.0002573996759881546","97:0.0018520611943384224;99:0.0022940085678387623","97:68;99:68","Yes","97:0.00293612782856556;99:0.004871454363891303"
"99","161.76768365731633","118.73952334365111","0.02978515625","0.025390625","0.01806640625","1560","0.0002301849336407592","32","0.0002301849336407592","0","0.0002301849336407592","0.0002301849336407592","100:0.0032145380479047525;92:0.00233458566927483;98:0.0022940085678387623","100:68;92:68;98:68","Yes","100:0.0052720162932157755;92:0.002772921086958813;98:0.004871454363891303"
"100","171.74124984393762","147.91631627037552","0.0345458984375","0.04052734375","0.02197265625","1560","0.00024908077985659845","32","0.00024908077985659845","0","0.00024908077985659845","0.00024908077985659845","99:0.0032145380479047525;101:0.003541413762457979","99:68;101:88","Yes","99:0.0052720162932157755;101:0.004312970301670216"
"101","193.74836383362847","90.74054376831931","0.034423828125","0.08837890625","0.06103515625","1560","0.00016708054573709365","32","0.00016708054573709365","0","0.00016708054573709365","0.00016708054573709365","100:0.003541413762457979;102:0.005106139942827187;111:0.006782148633851959","100:88;102:68;111:108","Yes","100:0.004312970301670216;102:0.004706423494904993;111:0.008244966222479833"
"102","56.247436500974466","33.490777365263135","0.0142822265625","0.01318359375","0.00830078125","1560","0.001089571860387228","32","0.001089571860387228","0","0.001089571860387228","0.001089571860387228","101:0.005106139942827187;103:0.00514453048469235","101:68;103:68","Yes","101:0.004706423494904993;103:0.008163749467831882"
"103","224.64246579394944","80.59389015507175","0.0697021484375","0.107421875","0.02099609375","1560","0.0001414731776083977","32","0.0001414731776083977","0","0.0001414731776083977","0.0001414731776083977","104:0.0035306249503445353;93:0.0033645905902832673;102:0.00514453048469235","104:68;93:68;102:68","Yes","104:0.009007784531059437;93:0.0033937294368865945;102:0.008163749467831882"
"104","71.0912721636695","102.4991713526282","0.028076171875","0.04296875","0.01123046875","1560","0.0008293679685795523","32","0.0008293679685795523","0","0.0008293679685795523","0.0008293679685795523","103:0.0035306249503445353;105:0.0102219692057966","103:68;105:104","Yes","103:0.009007784531059437;105:0.033061646172480114"
"105","210.00819265995537","45.31188476115826","0.079833984375","0.11083984375","0.07470703125","1560","0.0021189023562827253","32","0.0021189023562827253","0","0.0021189023562827253","0.0021189023562827253","104:0.0102219692057966;106:0.011655894370709158;112:0.006056012812373751","104:104;106:68;112:68","Yes","104:0.033061646172480114;106:0.020502204794742684;112:0.018962099306604474"
"106","88.42620909514655","105.95647162530584","0.124267578125","0.1630859375","0.08544921875","1560","0.0009965304501306517","32","0.0009965304501306517","0","0.0009965304501306517","0.0009965304501306517","107:0.005410505556252915;105:0.011655894370709158","107:68;105:68","Yes","107:0.006219803012649211;105:0.020502204794742684"
"107","249.42123728229603","259.20249407151994","0.0240478515625","0.01904296875","0.0126953125","1560","0.0002943397802575684","32","0.0002943397802575684","0","0.0002943397802575684","0.0002943397802575684","106:0.005410505556252915;108:0.009213117980566538;94:0.00791398248107586","106:68;108:68;94:104","Yes","106:0.006219803012649211;108:0.00845957003282044;94:0.004106530561585026"
"108","80.24404204923286","109.50341900727281","0.033203125","0.0419921875","0.02099609375","1560","0.0006076549344158455","32","0.0006076549344158455","0","0.0006076549344158455","0.0006076549344158455","107:0.009213117980566538;109:0.00421887942537999","107:68;109:68","Yes","107:0.00845957003282044;109:0.009739750741629638"
"109","236.6307332960791","246.89992712051378","0.0576171875","0.06396484375","0.0849609375","1560","0.00040796628514406554","32","0.00040796628514406554","0","0.00040796628514406554","0.00040796628514406554","113:0.017059229799161413;108:0.00421887942537999","113:68;108:68","Yes","113:0.004243189706835099;108:0.009739750741629638"
"110","232.3815965837785","182.38739085121892","0.013916015625","0.00634765625","0.013671875","1560","0.0002554901971464189","32","0.0002554901971464189","0","0.0002554901971464189","0.0002554901971464189","116:0.0016075246249923347;97:0.0024885926353947208","116:80;97:88","Yes","116:0.003619503560153503;97:0.0032906448701057467"
"111","191.61365338785623","119.80818078886811","0.0042724609375","0.005859375","0.0048828125","1560","0.00022235538814125382","32","0.00022235538814125382","0","0.00022235538814125382","0.00022235538814125382","120:0.002492651367735854;101:0.006782148633851959","120:128;101:108","Yes","120:0.002718436886073289;101:0.008244966222479833"
"112","282.7379163610845","220.08916197378937","0.0126953125","0.00732421875","0.005859375","1560","0.00030821330126272413","32","0.00030821330126272413","0","0.00030821330126272413","0.00030821330126272413","124:0.0015412670607997114;105:0.006056012812373751","124:68;105:68","Yes","124:0.002345214193755135;105:0.018962099306604474"
"113","255.9872731864665","34.833549323672294","0.0606689453125","0.330078125","0.0400390625","1560","0.0005850046303230361","32","0.0005850046303230361","0","0.0005850046303230361","0.0005850046303230361","109:0.017059229799161413;128:0.020285035453405625","109:68;128:68","Yes","109:0.004243189706835099;128:0.004007897886388667"
"114","170.43813327327985","173.91034194989092","0.0787353515625","0.017578125","0.03857421875","1560","0.0001995926252166025","32","0.0001995926252166025","0","0.0001995926252166025","0.0001995926252166025","129:0.006747026465686978;115:0.0024958452358618266","129:68;115:104","Yes","129:0.003772523717700149;115:0.0039391165594916955"
"115","137.46946382770568","148.80469211933098","0.13623046875","0.10107421875","0.1640625","1560","0.00040654753111671625","64","0.00040654753111671625","0","0.00040654753111671625","0.00040654753111671625","114:0.0024958452358618266;116:0.002564819462937684","114:104;116:136","Yes","114:0.0039391165594916955;116:0.004321212440980549"
"116","214.3132992514358","164.0069552193984","0.0576171875","0.02490234375","0.056640625","1560","0.0003377366725619637","32","0.0003377366725619637","0","0.0003377366725619637","0.0003377366725619637","110:0.0016075246249923347;115:0.002564819462937684;117:0.06664725270162103","110:80;115:136;117:68","Yes","110:0.003619503560153503;115:0.004321212440980549;117:0.005616402261115955"
"117","50.64326876603954","41.27832849695185","0.008544921875","0.0126953125","0.001953125","1560","0.0005041562384794786","32","0.0005041562384794786","0","0.0005041562384794786","0.0005041562384794786","116:0.06664725270162103;118:0.036533651156797575","116:68;118:68","Yes","116:0.005616402261115955;118:0.006085957975269812"
"118","226.57354351381903","219.3492954425371","0.0906982421875","0.09033203125","0.0908203125","1560","0.000406813011010154","32","0.000406813011010154","0","0.000406813011010154","0.000406813011010154","119:0.002629696866240233;130:0.0017736051178336987;117:0.036533651156797575","119:68;130:68;117:68","Yes","119:0.007242162106235489;130:0.004928632919785347;117:0.006085957975269812"
"119","135.7860263043031","65.98815798293818","0.0245361328125","0.01318359375","0.0205078125","1560","0.0003430016205076838","32","0.0003430016205076838","0","0.0003430016205076838","0.0003430016205076838","118:0.002629696866240233;120:0.0022936239848370676","118:68;120:68","Yes","118:0.007242162106235489;120:0.005274625759560808"
"120","166.89487009248444","147.57208366738507","0.0244140625","0.0546875","0.02294921875","1560","0.0002695962192215861","32","0.0002695962192215861","0","0.0002695962192215861","0.0002695962192215861","119:0.0022936239848370676;121:0.0021871556934738023;111:0.002492651367735854","119:68;121:80;111:128","Yes","119:0.005274625759560808;121:0.0037765135072394262;111:0.002718436886073289"
"121","238.96586201833895","141.50279093016476","0.0281982421875","0.01806640625","0.04638671875","1560","0.0002786130286393247","32","0.0002786130286393247","0","0.0002786130286393247","0.0002786130286393247","120:0.0021871556934738023;122:0.00206741488983081","120:80;122:68","Yes","120:0.0037765135072394262;122:0.008549531606169697"
"122","222.16833663339605","215.68833527782868","0.072021484375","0.044921875","0.03564453125","1560","0.00022150460532780071","32","0.00022150460532780071","0","0.00022150460532780071","0.00022150460532780071","131:0.002224957043477166;121:0.00206741488983081;123:0.008152244199394587","131:68;121:68;123:68","Yes","131:0.0025635458693874513;121:0.008549531606169697;123:0.009906567847953657"
"123","45.68179528270111","58.19781785351195","0.028076171875","0.04833984375","0.00732421875","1560","0.0015357109036047618","32","0.0015357109036047618","0","0.0015357109036047618","0.0015357109036047618","124:0.017341134177623257;122:0.008152244199394587","124:68;122:68","Yes","124:0.015147187798751321;122:0.009906567847953657"
"124","209.92639202812308","136.26317419700618","0.1497802734375","0.13427734375","0.0859375","1560","0.00019369291151443067","32","0.00019369291151443067","0","0.00019369291151443067","0.00019369291151443067","112:0.0015412670607997114;123:0.017341134177623257;125:0.0027701653300865325","112:68;123:68;125:108","Yes","112:0.002345214193755135;123:0.015147187798751321;125:0.003973382319227975"
"125","202.26898199101186","184.74000995021152","0.0069580078125","0.013671875","0.001953125","1560","0.00029364303175525154","32","0.00029364303175525154","0","0.00029364303175525154","0.00029364303175525154","124:0.0027701653300865325;126:0.003601954257111406","124:108;126:68","Yes","124:0.003973382319227975;126:0.0046588432373596"
"126","194.41122908980338","172.78325931732326","0.0782470703125","0.0625","0.078125","1560","0.00033503519618055283","32","0.00033503519618055283","0","0.00033503519618055283","0.00033503519618055283","132:0.002153345704353743;127:0.004451081842689358;125:0.003601954257111406","132:68;127:68;125:68","Yes","132:0.004348946626129835;127:0.0062769909633365595;125:0.0046588432373596"
"127","265.9877204636642","160.34676212507557","0.017333984375","0.01904296875","0.01513671875","1560","0.0007873505373717664","32","0.0007873505373717664","0","0.0007873505373717664","0.0007873505373717664","126:0.004451081842689358;128:0.0035410510591296906","126:68;128:68","Yes","126:0.0062769909633365595;128:0.0033821511637978086"
"128","313.2841183885232","208.48257638899736","0.0987548828125","0.0771484375","0.0947265625","1560","0.00014788464030578293","32","0.00014788464030578293","0","0.00014788464030578293","0.00014788464030578293","113:0.020285035453405625;127:0.0035410510591296906","113:68;127:68","Yes","113:0.004007897886388667;127:0.0033821511637978086"
"129","187.70025901178133","107.1343557093063","0.0394287109375","0.04345703125","0.03759765625","1560","0.0033529742602807426","32","0.0033529742602807426","0","0.0033529742602807426","0.0033529742602807426","114:0.006747026465686978","114:68","Yes","114:0.003772523717700149"
"130","270.20337568350766","262.20659472578933","0.01708984375","0.0126953125","0.01513671875","1560","0.0004950887016814386","32","0.0004950887016814386","0","0.0004950887016814386","0.0004950887016814386","118:0.0017736051178336987","118:68","Yes","118:0.004928632919785347"
"131","289.5280003322869","98.27105449698833","0.006591796875","0.0048828125","0.00390625","1560","0.00036213664051402294","32","0.00036213664051402294","0","0.00036213664051402294","0.00036213664051402294","122:0.002224957043477166","122:68","Yes","122:0.0025635458693874513"
"132","206.63099046901803","199.18973789127483","0.0140380859375","0.00390625","0.01416015625","1560","0.00018492125355068595","32","0.00018492125355068595","0","0.00018492125355068595","0.00018492125355068595","126:0.002153345704353743","126:68","Yes","126:0.004348946626129835"
